titulo,anoDeLancamento,idioma,diretor,genero,duracao,linkIMDB,linkImagem,descricao,orcamento,principaisAtores,classificacao,paisDeOrigem
Life of Brian,1980,Inglês,Terry Jones,Comédia,94,https://imdb.com/title/tt0079470,https://m.media-amazon.com/images/M/MV5BMmZlNTc4ODMtMWVkZi00YzZiLWE2NGEtNGQ2YjllYWI3MWMzXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_.jpg,"Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah.",4000000,"Graham Chapman, John Cleese, Terry Gilliam, Eric Idle",14,Reino Unido
The Meaning of Life,1983,Inglês,"Terry Jones, Terry Gilliam","Comédia, Música",107,https://imdb.com/title/tt0085959,https://m.media-amazon.com/images/M/MV5BZWJkNGY5MDAtYmVkMy00NzdiLTk5MzctMzA0MjMxMDY2NGYwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,The comedy team takes a look at life in all of its stages in their own uniquely silly way.,9000000,"Graham Chapman, John Cleese, Terry Gilliam, Eric Idle",18,Reino Unido
The Magic Christian,1969,Inglês,Joseph McGrath,Comédia,92,https://imdb.com/title/tt0064622,https://m.media-amazon.com/images/M/MV5BZGQ4MjFmMGUtOGJkYi00ZDczLWI4ZDUtMDMwNWU4ZGQ4Zjk1XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_.jpg,"The world's richest man and his adopted hobo son set out to test the limits of human vanity and greed through a series of ""money games"".",,"Peter Sellers, Ringo Starr, Isabel Jeans, Caroline Blakiston",12,Reino Unido
The Rise and Rise of Michael Rimmer,1971,Inglês,Kevin Billington,Comédia,94,https://imdb.com/title/tt0066302,https://m.media-amazon.com/images/M/MV5BMjE5ODM3NTg1NF5BMl5BanBnXkFtZTcwOTE4MTcwMg@@._V1_.jpg,"Fresh-faced young Michael Rimmer worms his way into an opinion poll company and is soon running the place. He uses this as a springboard to get into politics, and in the mini-skirted, flared-trousered world of 1970 Britain, he starts to rise through the Tory ranks.",,"Ann Beach, Desmond Walter-Ellis, Peter Cook, Arthur Lowe",16,Reino Unido
The Statue,1971,Inglês,Rod Amateau,Comédia,84,https://imdb.com/title/tt0067791,https://m.media-amazon.com/images/M/MV5BMTM3NTkyMTAzM15BMl5BanBnXkFtZTcwOTAyNzM1Mw@@._V1_.jpg,"Bolt, a British linguist, develops a universal language, so he's a sudden sensation and receives a Nobel Prize. An ambitious diplomat who is capitalizing on Bolt's celebrity arranges for the U.S. to commission a statue for a London square to honor Bolt's achievement. Bolt's Italian wife, a renowned artist, sculpts an 18-foot nude of him. In a pique because he's neglected her for years to do his work, she gives the statue a spectacular phallus and tells Bolt that he wasn't its model. Thinking he's a cuckold, Bolt goes on a jealous search for a man matching the statue. The diplomat also wants changes in the statue to protect his conservative image. Can art and love be reconciled?",,"David Niven, Virna Lisi, Robert Vaughn, Ann Bell",16,"Reino Unido, Estados Unidos"
Jabberwocky,1977,Inglês,Terry Gilliam,"Aventura, Comédia, Fantasia",105,https://imdb.com/title/tt0076221,https://m.media-amazon.com/images/M/MV5BYzE1NTUxYzMtYWUyYi00NDFjLWI3MTgtMjE4MmE4NTM4YTExXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,A young peasant with no interest in adventure or fortune is mistaken for the kingdom's only hope when a horrible monster threatens the countryside.,500000,"Michael Palin, Harry H. Corbett, John Le Mesurier, Warren Mitchell",10,Reino Unido
The Rutles: All You Need Is Cash,1978,Inglês,"Eric Idle, Gary Weis","Comédia, Música",76,https://imdb.com/title/tt0077147,https://m.media-amazon.com/images/M/MV5BMTk2NDUxNzIwMl5BMl5BanBnXkFtZTcwMTQ5NTcxMQ@@._V1_.jpg,"Charts the adventures of the prefab four, possibly the most famous band of all time.",200000,"Eric Idle, John Halsey, Ricky Fataar, Neil Innes",,"Reino Unido, Estados Unidos"
Time Bandits,1982,Inglês,Terry Gilliam,"Aventura, Comédia, Fantasia",116,https://imdb.com/title/tt0081633,https://m.media-amazon.com/images/M/MV5BODg1NGYwN2MtNWI0OC00N2RiLWE4YzMtOTlhZTgxNmI3NTM0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,"A young boy accidentally joins a band of time travelling dwarves, as they jump from era to era looking for treasure to steal.",5000000,"John Cleese, Sean Connery, Shelley Duvall, Katherine Helmond",10,Reino Unido
The Adventures of Baron Munchausen,1989,Inglês,Terry Gilliam,"Aventura, Comédia, Fantasia",126,https://imdb.com/title/tt0096764,https://m.media-amazon.com/images/M/MV5BYzNkMjZmMGItY2YzMC00ZGY5LWFlOTktOTg4NTNiOTQ2NWFiXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_.jpg,An account of Baron Munchausen's supposed travels and fantastical experiences across late 18th-century Europe with his band of misfits.,46630000,"John Neville, Eric Idle, Sarah Polley, Oliver Reed",12,"Reino Unido, Alemanha"
Whiplash,2014,Inglês,Damien Chazelle,"Drama, Música",106,https://www.imdb.com/title/tt2582802,https://m.media-amazon.com/images/M/MV5BYzY1YjIyYzgtZjFiMy00MGUyLWE4MTctNjQzOTc2ZWZhZjUxXkEyXkFqcGdeQXVyNTc3MjUzNTI@._V1_.jpg,A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.,3300000,"Miles Teller, J. K. Simmons, Melissa Benoist, Paul Reiser",12,Estados Unidos
The Intouchables,2011,Inglês,"Olivier Nakache, Éric Toledano","Biografia, Comédia, Drama",112,https://www.imdb.com/title/tt1675434,https://m.media-amazon.com/images/M/MV5BMTYxNDA3MDQwNl5BMl5BanBnXkFtZTcwNTU4Mzc1Nw@@._V1_.jpg,"After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.",9500000,"François Cluzet, Omar Sy, Anne Le Ny, Audrey Fleurot",14,França
1984,1984,Inglês,Michael Radford,"Drama, Ficção científica",113,https://www.imdb.com/title/tt0087803,https://m.media-amazon.com/images/M/MV5BMWFkNzIzNDUtNWI1Mi00ODA2LTgyMTMtYTZiYWMxMDFlNmNhL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,"In a totalitarian future society, a man, whose daily work is re-writing history, tries to rebel by falling in love.",3000000,"John Hurt, Richard Burton, Suzanna Hamilton, Cyril Cusack",16,Reino Unido
American Beauty,1999,Inglês,Sam Mendes,Drama,122,https://www.imdb.com/title/tt0169547,https://m.media-amazon.com/images/M/MV5BNTBmZWJkNjctNDhiNC00MGE2LWEwOTctZTk5OGVhMWMyNmVhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,15000000,"Kevin Spacey, Annette Bening, Thora Birch, Wes Bentley",14,Estados Unidos
A Beautiful Mind,2001,Inglês,Ron Howard,"Biografia, Drama",135,https://www.imdb.com/title/tt0268978,https://m.media-amazon.com/images/M/MV5BMzcwYWFkYzktZjAzNC00OGY1LWI4YTgtNzc5MzVjMDVmNjY0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"After Josh Nash, a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish.",58000000,"Russell Crowe, Ed Harris, Jennifer Connelly, Christopher Plummer",12,Estados Unidos
Glass Onion: A Knives Out Mystery,2022,Inglês,Rian Johnson,"Comédia, Crime, Drama",139,https://www.imdb.com/title/tt11564570,https://m.media-amazon.com/images/M/MV5BYmZlZDZkZjYtNzE5Mi00ODFhLTk2OTgtZWVmODBiZTI4NGFiXkEyXkFqcGdeQXVyMTE5MTg5NDIw._V1_.jpg,Famed Southern detective Benoit Blanc travels to Greece for his latest case.,40000000,"Daniel Craig, Edward Norton, Kate Hudson, Dave Bautista",16,Estados Unidos
